position,item,sum_rank,avg_rank
2405,7341,32111,6422.2000
2406,6804,32114,6422.8000
2407,2909,32122,6424.4000
2408,4483,32125,6425.0000
2409,3143,32128,6425.6000
2410,8031,32133,6426.6000
2411,5670,32134,6426.8000
2412,7642,32135,6427.0000
2413,7072,32139,6427.8000
2414,928,32143,6428.6000
2415,1028,32151,6430.2000
2416,9028,32154,6430.8000
2417,3876,32155,6431.0000
2418,9144,32155,6431.0000
2419,6911,32157,6431.4000
2420,930,32157,6431.4000
2421,7254,32161,6432.2000
2422,8058,32161,6432.2000
2423,1538,32164,6432.8000
2424,1120,32172,6434.4000
2425,6167,32173,6434.6000
2426,6563,32173,6434.6000
2427,19,32175,6435.0000
2428,5093,32176,6435.2000
2429,5606,32185,6437.0000
2430,5140,32186,6437.2000
2431,9520,32187,6437.4000
2432,4623,32189,6437.8000
2433,7383,32192,6438.4000
2434,226,32198,6439.6000
2435,585,32198,6439.6000
2436,4449,32203,6440.6000
2437,5747,32203,6440.6000
2438,3374,32205,6441.0000
2439,1349,32206,6441.2000
2440,5532,32207,6441.4000
2441,7388,32207,6441.4000
2442,623,32209,6441.8000
2443,5420,32211,6442.2000
2444,3137,32223,6444.6000
2445,7067,32226,6445.2000
2446,8019,32229,6445.8000
2447,981,32230,6446.0000
2448,854,32232,6446.4000
2449,5793,32236,6447.2000
2450,1085,32238,6447.6000
2451,2968,32238,6447.6000
2452,4512,32238,6447.6000
2453,1310,32239,6447.8000
2454,6547,32239,6447.8000
2455,2592,32240,6448.0000
2456,6303,32240,6448.0000
2457,8091,32242,6448.4000
2458,5623,32244,6448.8000
2459,1137,32245,6449.0000
2460,1692,32246,6449.2000
2461,3819,32247,6449.4000
2462,6661,32247,6449.4000
2463,5981,32248,6449.6000
2464,6183,32251,6450.2000
2465,3260,32252,6450.4000
2466,8482,32263,6452.6000
2467,5741,32268,6453.6000
2468,6736,32268,6453.6000
2469,4146,32269,6453.8000
2470,9066,32270,6454.0000
2471,9852,32270,6454.0000
2472,2257,32275,6455.0000
2473,6225,32275,6455.0000
2474,4774,32276,6455.2000
2475,9937,32279,6455.8000
2476,4223,32280,6456.0000
2477,4327,32281,6456.2000
2478,7306,32281,6456.2000
2479,2157,32284,6456.8000
2480,9750,32285,6457.0000
2481,5386,32286,6457.2000
2482,1732,32288,6457.6000
2483,7929,32288,6457.6000
2484,2754,32293,6458.6000
2485,3007,32294,6458.8000
2486,3124,32300,6460.0000
2487,3740,32300,6460.0000
2488,3620,32301,6460.2000
2489,6835,32301,6460.2000
2490,7245,32302,6460.4000
2491,8403,32303,6460.6000
2492,5862,32304,6460.8000
2493,464,32307,6461.4000
2494,9992,32307,6461.4000
2495,7774,32308,6461.6000
2496,3474,32309,6461.8000
2497,7155,32309,6461.8000
2498,8355,32309,6461.8000
2499,1391,32312,6462.4000
2500,9274,32312,6462.4000
2501,2033,32315,6463.0000
2502,3085,32318,6463.6000
2503,9828,32319,6463.8000
2504,2016,32324,6464.8000
2505,4834,32330,6466.0000
2506,2846,32333,6466.6000
2507,1050,32336,6467.2000
2508,6658,32341,6468.2000
2509,1038,32344,6468.8000
2510,9644,32344,6468.8000
2511,1291,32346,6469.2000
2512,1983,32347,6469.4000
2513,6325,32347,6469.4000
2514,1549,32351,6470.2000
2515,2747,32351,6470.2000
2516,4670,32354,6470.8000
2517,8850,32354,6470.8000
2518,8697,32355,6471.0000
2519,9468,32355,6471.0000
2520,9448,32359,6471.8000
2521,6980,32360,6472.0000
2522,8337,32360,6472.0000
2523,3439,32363,6472.6000
2524,8134,32365,6473.0000
2525,6087,32367,6473.4000
2526,1384,32370,6474.0000
2527,8169,32371,6474.2000
2528,698,32379,6475.8000
2529,2271,32380,6476.0000
2530,368,32385,6477.0000
2531,2236,32388,6477.6000
2532,2407,32390,6478.0000
2533,9777,32392,6478.4000
2534,1526,32394,6478.8000
2535,5425,32394,6478.8000
2536,8241,32395,6479.0000
2537,4366,32397,6479.4000
2538,5818,32403,6480.6000
2539,8210,32403,6480.6000
2540,1585,32405,6481.0000
2541,7134,32410,6482.0000
2542,9782,32411,6482.2000
2543,8208,32414,6482.8000
2544,4246,32416,6483.2000
2545,6747,32419,6483.8000
2546,5279,32421,6484.2000
2547,6921,32430,6486.0000
2548,8790,32434,6486.8000
2549,3240,32435,6487.0000
2550,2578,32438,6487.6000
2551,5043,32440,6488.0000
2552,8022,32440,6488.0000
2553,1711,32442,6488.4000
2554,2758,32442,6488.4000
2555,2260,32443,6488.6000
2556,9980,32444,6488.8000
2557,6297,32445,6489.0000
2558,5448,32451,6490.2000
2559,1030,32453,6490.6000
2560,6904,32460,6492.0000
2561,4902,32461,6492.2000
2562,7460,32461,6492.2000
2563,6281,32465,6493.0000
2564,9387,32477,6495.4000
2565,7817,32478,6495.6000
2566,1677,32480,6496.0000
2567,5459,32480,6496.0000
2568,1257,32481,6496.2000
2569,9162,32482,6496.4000
2570,3153,32483,6496.6000
2571,2065,32484,6496.8000
2572,8415,32490,6498.0000
2573,3171,32492,6498.4000
2574,6028,32494,6498.8000
2575,453,32495,6499.0000
2576,6878,32502,6500.4000
2577,2374,32504,6500.8000
2578,6241,32504,6500.8000
2579,6877,32504,6500.8000
2580,9631,32504,6500.8000
2581,7820,32505,6501.0000
2582,5449,32506,6501.2000
2583,4197,32507,6501.4000
2584,393,32508,6501.6000
2585,9121,32510,6502.0000
2586,9741,32514,6502.8000
2587,391,32515,6503.0000
2588,4026,32516,6503.2000
2589,8239,32516,6503.2000
2590,4537,32518,6503.6000
2591,2228,32522,6504.4000
2592,3308,32523,6504.6000
2593,8026,32524,6504.8000
2594,2015,32526,6505.2000
2595,1424,32528,6505.6000
2596,8768,32529,6505.8000
2597,5561,32531,6506.2000
2598,6124,32531,6506.2000
2599,6782,32532,6506.4000
2600,8816,32539,6507.8000
2601,237,32540,6508.0000
2602,1345,32541,6508.2000
2603,9519,32542,6508.4000
2604,6651,32544,6508.8000
2605,1660,32546,6509.2000
2606,2807,32546,6509.2000
2607,1232,32551,6510.2000
2608,1348,32562,6512.4000
2609,6411,32564,6512.8000
2610,8732,32564,6512.8000
2611,5931,32567,6513.4000
2612,8332,32568,6513.6000
2613,1527,32570,6514.0000
2614,6345,32570,6514.0000
2615,3810,32571,6514.2000
2616,8458,32572,6514.4000
2617,4568,32573,6514.6000
2618,8506,32574,6514.8000
2619,2067,32575,6515.0000
2620,5427,32576,6515.2000
2621,915,32576,6515.2000
2622,3221,32578,6515.6000
2623,3496,32583,6516.6000
2624,3538,32589,6517.8000
2625,6703,32589,6517.8000
2626,3703,32591,6518.2000
2627,9680,32593,6518.6000
2628,902,32595,6519.0000
2629,8067,32599,6519.8000
2630,1731,32604,6520.8000
2631,8689,32604,6520.8000
2632,9742,32604,6520.8000
2633,8453,32606,6521.2000
2634,7655,32609,6521.8000
2635,2935,32610,6522.0000
2636,132,32620,6524.0000
2637,8074,32622,6524.4000
2638,413,32624,6524.8000
2639,5989,32624,6524.8000
2640,2978,32625,6525.0000
2641,6669,32625,6525.0000
2642,8417,32625,6525.0000
2643,3411,32631,6526.2000
2644,4028,32631,6526.2000
2645,1412,32633,6526.6000
2646,2294,32636,6527.2000
2647,6328,32640,6528.0000
2648,7043,32644,6528.8000
2649,108,32645,6529.0000
2650,3229,32645,6529.0000
2651,4188,32645,6529.0000
2652,8764,32646,6529.2000
2653,5173,32651,6530.2000
2654,2616,32657,6531.4000
2655,9,32657,6531.4000
2656,990,32657,6531.4000
2657,122,32664,6532.8000
2658,4268,32666,6533.2000
2659,5600,32667,6533.4000
2660,2482,32674,6534.8000
2661,336,32674,6534.8000
2662,864,32675,6535.0000
2663,2850,32678,6535.6000
2664,8615,32680,6536.0000
2665,4233,32686,6537.2000
2666,570,32691,6538.2000
2667,3020,32693,6538.6000
2668,3583,32696,6539.2000
2669,5398,32697,6539.4000
2670,5765,32699,6539.8000
2671,3910,32700,6540.0000
2672,4020,32705,6541.0000
2673,8667,32705,6541.0000
2674,8704,32706,6541.2000
2675,9306,32706,6541.2000
2676,163,32707,6541.4000
2677,4375,32708,6541.6000
2678,912,32710,6542.0000
2679,5478,32712,6542.4000
2680,8838,32712,6542.4000
2681,3955,32717,6543.4000
2682,680,32719,6543.8000
2683,8142,32722,6544.4000
2684,8659,32723,6544.6000
2685,3868,32725,6545.0000
2686,2472,32726,6545.2000
2687,7813,32730,6546.0000
2688,7137,32735,6547.0000
2689,9477,32738,6547.6000
2690,5430,32739,6547.8000
2691,4940,32741,6548.2000
2692,8291,32742,6548.4000
2693,9662,32742,6548.4000
2694,3682,32744,6548.8000
2695,1949,32752,6550.4000
2696,197,32754,6550.8000
2697,626,32754,6550.8000
2698,9571,32755,6551.0000
2699,7953,32761,6552.2000
2700,3691,32763,6552.6000
2701,2577,32766,6553.2000
2702,3729,32767,6553.4000
2703,4683,32768,6553.6000
2704,4839,32768,6553.6000
2705,6939,32768,6553.6000
2706,1095,32772,6554.4000
2707,1088,32777,6555.4000
2708,6512,32777,6555.4000
2709,7241,32780,6556.0000
2710,9258,32780,6556.0000
2711,9478,32780,6556.0000
2712,3751,32782,6556.4000
2713,6044,32786,6557.2000
2714,6637,32786,6557.2000
2715,3651,32787,6557.4000
2716,1070,32788,6557.6000
2717,8890,32791,6558.2000
2718,9915,32794,6558.8000
2719,2976,32796,6559.2000
2720,5097,32797,6559.4000
2721,761,32798,6559.6000
2722,6318,32800,6560.0000
2723,3283,32811,6562.2000
2724,4149,32813,6562.6000
2725,8432,32816,6563.2000
2726,1443,32817,6563.4000
2727,1995,32818,6563.6000
2728,3352,32818,6563.6000
2729,397,32826,6565.2000
2730,9230,32826,6565.2000
2731,8421,32827,6565.4000
2732,4487,32836,6567.2000
2733,6427,32836,6567.2000
2734,3989,32838,6567.6000
2735,5441,32838,6567.6000
2736,9748,32839,6567.8000
2737,2389,32848,6569.6000
2738,5939,32851,6570.2000
2739,5976,32851,6570.2000
2740,4048,32853,6570.6000
2741,2703,32856,6571.2000
2742,8669,32856,6571.2000
2743,8248,32857,6571.4000
2744,4387,32858,6571.6000
2745,9652,32859,6571.8000
2746,2705,32860,6572.0000
2747,8596,32862,6572.4000
2748,9874,32864,6572.8000
2749,7475,32872,6574.4000
2750,5382,32875,6575.0000
2751,9747,32876,6575.2000
2752,5744,32878,6575.6000
2753,8872,32878,6575.6000
2754,9645,32878,6575.6000
2755,1080,32879,6575.8000
2756,3524,32880,6576.0000
2757,9487,32881,6576.2000
2758,9090,32887,6577.4000
2759,5866,32890,6578.0000
2760,7995,32895,6579.0000
2761,2840,32896,6579.2000
2762,8710,32896,6579.2000
2763,8592,32897,6579.4000
2764,9736,32900,6580.0000
2765,3927,32903,6580.6000
2766,5045,32903,6580.6000
2767,1250,32906,6581.2000
2768,9317,32907,6581.4000
2769,8378,32908,6581.6000
2770,3726,32909,6581.8000
2771,3671,32917,6583.4000
2772,1927,32918,6583.6000
2773,1513,32923,6584.6000
2774,678,32926,6585.2000
2775,1989,32928,6585.6000
2776,211,32932,6586.4000
2777,5344,32934,6586.8000
2778,7920,32937,6587.4000
2779,8442,32941,6588.2000
2780,4248,32942,6588.4000
2781,8273,32943,6588.6000
2782,5110,32946,6589.2000
2783,2353,32948,6589.6000
2784,357,32949,6589.8000
2785,9584,32949,6589.8000
2786,4549,32952,6590.4000
2787,9674,32954,6590.8000
2788,4561,32956,6591.2000
2789,5313,32957,6591.4000
2790,186,32959,6591.8000
2791,4757,32960,6592.0000
2792,9106,32962,6592.4000
2793,6852,32968,6593.6000
2794,9710,32971,6594.2000
2795,6868,32973,6594.6000
2796,4241,32974,6594.8000
2797,8109,32974,6594.8000
2798,9085,32977,6595.4000
2799,9372,32977,6595.4000
2800,5130,32983,6596.6000
2801,3037,32986,6597.2000
2802,9357,32994,6598.8000
2803,6665,32996,6599.2000
2804,8474,32998,6599.6000
2805,1275,32999,6599.8000
2806,213,33001,6600.2000
2807,935,33001,6600.2000
2808,2454,33002,6600.4000
2809,6085,33003,6600.6000
2810,3060,33008,6601.6000
2811,1265,33011,6602.2000
2812,3434,33014,6602.8000
2813,4815,33014,6602.8000
2814,9794,33014,6602.8000
2815,1670,33018,6603.6000
2816,5244,33024,6604.8000
2817,7913,33026,6605.2000
2818,3708,33029,6605.8000
2819,6160,33029,6605.8000
2820,6942,33030,6606.0000
2821,6795,33034,6606.8000
2822,6110,33037,6607.4000
2823,497,33041,6608.2000
2824,583,33042,6608.4000
2825,6082,33042,6608.4000
2826,2495,33043,6608.6000
2827,382,33043,6608.6000
2828,1453,33045,6609.0000
2829,6585,33047,6609.4000
2830,8712,33047,6609.4000
2831,4266,33050,6610.0000
2832,6525,33050,6610.0000
2833,1818,33053,6610.6000
2834,7291,33053,6610.6000
2835,82,33053,6610.6000
2836,8619,33053,6610.6000
2837,9555,33058,6611.6000
2838,4323,33060,6612.0000
2839,3579,33065,6613.0000
2840,3251,33066,6613.2000
2841,668,33066,6613.2000
2842,3640,33067,6613.4000
2843,9786,33068,6613.6000
2844,4302,33069,6613.8000
2845,7095,33069,6613.8000
2846,9643,33070,6614.0000
2847,9891,33074,6614.8000
2848,4488,33075,6615.0000
2849,551,33079,6615.8000
2850,9430,33079,6615.8000
2851,5857,33082,6616.4000
2852,2626,33083,6616.6000
2853,9022,33084,6616.8000
2854,6054,33085,6617.0000
2855,179,33091,6618.2000
2856,5299,33091,6618.2000
2857,4080,33094,6618.8000
2858,8234,33094,6618.8000
2859,5165,33095,6619.0000
2860,1888,33096,6619.2000
2861,8520,33097,6619.4000
2862,4087,33099,6619.8000
2863,1897,33103,6620.6000
2864,7258,33105,6621.0000
2865,9443,33109,6621.8000
2866,7049,33110,6622.0000
2867,4043,33114,6622.8000
2868,3106,33115,6623.0000
2869,2819,33118,6623.6000
2870,3525,33118,6623.6000
2871,7376,33118,6623.6000
2872,3511,33119,6623.8000
2873,3784,33119,6623.8000
2874,7612,33121,6624.2000
2875,7679,33121,6624.2000
2876,9617,33121,6624.2000
2877,7649,33122,6624.4000
2878,8382,33125,6625.0000
2879,250,33127,6625.4000
2880,694,33127,6625.4000
2881,6506,33133,6626.6000
2882,2079,33136,6627.2000
2883,6305,33136,6627.2000
2884,849,33139,6627.8000
2885,6052,33143,6628.6000
2886,1415,33145,6629.0000
2887,6104,33146,6629.2000
2888,7554,33146,6629.2000
2889,5052,33148,6629.6000
2890,5920,33148,6629.6000
2891,6599,33149,6629.8000
2892,6845,33155,6631.0000
2893,8462,33155,6631.0000
2894,6849,33160,6632.0000
2895,9001,33160,6632.0000
2896,2679,33163,6632.6000
2897,3596,33163,6632.6000
2898,2554,33164,6632.8000
2899,8011,33164,6632.8000
2900,7502,33166,6633.2000
2901,3795,33167,6633.4000
2902,4311,33167,6633.4000
2903,9812,33169,6633.8000
2904,272,33170,6634.0000
2905,5825,33172,6634.4000
2906,9541,33172,6634.4000
2907,894,33174,6634.8000
2908,2849,33176,6635.2000
2909,8545,33178,6635.6000
2910,2252,33181,6636.2000
2911,1584,33182,6636.4000
2912,3125,33185,6637.0000
2913,7802,33188,6637.6000
2914,8119,33190,6638.0000
2915,6393,33191,6638.2000
2916,70,33192,6638.4000
2917,2636,33194,6638.8000
2918,1783,33196,6639.2000
2919,72,33202,6640.4000
2920,2691,33203,6640.6000
2921,5991,33204,6640.8000
2922,4058,33208,6641.6000
2923,8461,33208,6641.6000
2924,3639,33209,6641.8000
2925,5345,33210,6642.0000
2926,8340,33211,6642.2000
2927,8786,33212,6642.4000
2928,3584,33213,6642.6000
2929,8677,33213,6642.6000
2930,5400,33215,6643.0000
2931,5255,33219,6643.8000
2932,8882,33219,6643.8000
2933,2337,33222,6644.4000
2934,7417,33222,6644.4000
2935,7463,33224,6644.8000
2936,4312,33229,6645.8000
2937,4978,33233,6646.6000
2938,2128,33238,6647.6000
2939,9892,33240,6648.0000
2940,2740,33243,6648.6000
2941,5119,33245,6649.0000
2942,4601,33248,6649.6000
2943,4835,33255,6651.0000
2944,646,33256,6651.2000
2945,656,33257,6651.4000
2946,9991,33257,6651.4000
2947,1150,33259,6651.8000
2948,2041,33259,6651.8000
2949,388,33262,6652.4000
2950,4743,33264,6652.8000
2951,2643,33269,6653.8000
2952,62,33271,6654.2000
2953,2486,33274,6654.8000
2954,7897,33274,6654.8000
2955,309,33275,6655.0000
2956,3953,33278,6655.6000
2957,5871,33282,6656.4000
2958,7046,33284,6656.8000
2959,1376,33286,6657.2000
2960,3290,33287,6657.4000
2961,2069,33290,6658.0000
2962,7580,33291,6658.2000
2963,297,33294,6658.8000
2964,4586,33295,6659.0000
2965,7702,33298,6659.6000
2966,97,33299,6659.8000
2967,3210,33300,6660.0000
2968,6514,33301,6660.2000
2969,1907,33303,6660.6000
2970,7343,33305,6661.0000
2971,316,33306,6661.2000
2972,1177,33307,6661.4000
2973,1114,33309,6661.8000
2974,5962,33311,6662.2000
2975,9908,33315,6663.0000
2976,3335,33317,6663.4000
2977,4453,33317,6663.4000
2978,5464,33325,6665.0000
2979,3916,33326,6665.2000
2980,2818,33328,6665.6000
2981,8046,33328,6665.6000
2982,6147,33329,6665.8000
2983,3013,33331,6666.2000
2984,4104,33331,6666.2000
2985,3022,33337,6667.4000
2986,9195,33338,6667.6000
2987,9560,33339,6667.8000
2988,6692,33342,6668.4000
2989,2477,33344,6668.8000
2990,2669,33344,6668.8000
2991,9981,33346,6669.2000
2992,9513,33347,6669.4000
2993,586,33348,6669.6000
2994,1634,33350,6670.0000
2995,3236,33351,6670.2000
2996,3789,33351,6670.2000
2997,8980,33351,6670.2000
2998,4052,33352,6670.4000
2999,6032,33353,6670.6000
3000,2291,33356,6671.2000
3001,9273,33357,6671.4000
3002,1846,33358,6671.6000
3003,1314,33359,6671.8000
3004,9337,33361,6672.2000
3005,8197,33363,6672.6000
3006,166,33366,6673.2000
3007,6617,33367,6673.4000
3008,5324,33368,6673.6000
3009,3840,33370,6674.0000
3010,4299,33371,6674.2000
3011,4570,33373,6674.6000
3012,6576,33373,6674.6000
3013,5521,33374,6674.8000
3014,7132,33375,6675.0000
3015,1346,33377,6675.4000
3016,7479,33377,6675.4000
3017,9098,33378,6675.6000
3018,6367,33380,6676.0000
3019,23,33383,6676.6000
3020,3271,33384,6676.8000
3021,8322,33386,6677.2000
3022,1638,33387,6677.4000
3023,3994,33388,6677.6000
3024,3481,33391,6678.2000
3025,6158,33393,6678.6000
3026,9135,33393,6678.6000
3027,110,33397,6679.4000
3028,4627,33398,6679.6000
3029,1756,33401,6680.2000
3030,4219,33401,6680.2000
3031,5024,33401,6680.2000
3032,327,33402,6680.4000
3033,9692,33409,6681.8000
3034,3555,33412,6682.4000
3035,4874,33412,6682.4000
3036,5378,33418,6683.6000
3037,9401,33422,6684.4000
3038,768,33423,6684.6000
3039,8554,33424,6684.8000
3040,4878,33427,6685.4000
3041,2152,33428,6685.6000
3042,1353,33429,6685.8000
3043,6458,33430,6686.0000
3044,6791,33430,6686.0000
3045,8933,33431,6686.2000
3046,7968,33442,6688.4000
3047,927,33448,6689.6000
3048,671,33454,6690.8000
3049,2879,33459,6691.8000
3050,5474,33459,6691.8000
3051,9879,33460,6692.0000
3052,3187,33463,6692.6000
3053,5274,33472,6694.4000
3054,7472,33472,6694.4000
3055,4474,33474,6694.8000
3056,7418,33474,6694.8000
3057,2387,33475,6695.0000
3058,8931,33475,6695.0000
3059,2770,33476,6695.2000
3060,8183,33478,6695.6000
3061,5566,33481,6696.2000
3062,6543,33483,6696.6000
3063,8303,33483,6696.6000
3064,8531,33483,6696.6000
3065,4016,33485,6697.0000
3066,7804,33489,6697.8000
3067,37,33493,6698.6000
3068,4250,33493,6698.6000
3069,1439,33497,6699.4000
3070,5141,33499,6699.8000
3071,5408,33499,6699.8000
3072,6162,33499,6699.8000
3073,7560,33500,6700.0000
3074,9099,33504,6700.8000
3075,167,33507,6701.4000
3076,2534,33515,6703.0000
3077,8514,33517,6703.4000
3078,5435,33521,6704.2000
3079,3030,33524,6704.8000
3080,1991,33525,6705.0000
3081,6951,33527,6705.4000
3082,2953,33528,6705.6000
3083,1973,33531,6706.2000
3084,4917,33532,6706.4000
3085,7121,33532,6706.4000
3086,1075,33533,6706.6000
3087,268,33542,6708.4000
3088,1240,33547,6709.4000
3089,7787,33547,6709.4000
3090,4814,33548,6709.6000
3091,699,33555,6711.0000
3092,7942,33555,6711.0000
3093,3688,33559,6711.8000
3094,4591,33559,6711.8000
3095,2644,33561,6712.2000
3096,8683,33561,6712.2000
3097,1318,33562,6712.4000
3098,1672,33562,6712.4000
3099,7516,33564,6712.8000
3100,9956,33564,6712.8000
3101,3822,33568,6713.6000
3102,3339,33569,6713.8000
3103,4468,33573,6714.6000
3104,1385,33574,6714.8000
3105,6907,33574,6714.8000
3106,4559,33576,6715.2000
3107,7697,33577,6715.4000
3108,3775,33578,6715.6000
3109,2310,33580,6716.0000
3110,8774,33580,6716.0000
3111,8912,33583,6716.6000
3112,9722,33583,6716.6000
3113,5887,33584,6716.8000
3114,7166,33587,6717.4000
3115,9157,33587,6717.4000
3116,9550,33588,6717.6000
3117,9281,33590,6718.0000
3118,1828,33592,6718.4000
3119,2837,33597,6719.4000
3120,3089,33601,6720.2000
3121,7564,33604,6720.8000
3122,8245,33604,6720.8000
3123,1663,33605,6721.0000
3124,839,33605,6721.0000
3125,6614,33607,6721.4000
3126,430,33608,6721.6000
3127,5203,33612,6722.4000
3128,7590,33613,6722.6000
3129,6774,33614,6722.8000
3130,7356,33614,6722.8000
3131,6549,33616,6723.2000
3132,7152,33618,6723.6000
3133,3256,33621,6724.2000
3134,4521,33622,6724.4000
3135,7363,33622,6724.4000
3136,2474,33623,6724.6000
3137,4678,33626,6725.2000
3138,6950,33627,6725.4000
3139,2971,33628,6725.6000
3140,5295,33628,6725.6000
3141,463,33629,6725.8000
3142,5660,33632,6726.4000
3143,8908,33632,6726.4000
3144,1785,33634,6726.8000
3145,6472,33634,6726.8000
3146,1528,33636,6727.2000
3147,46,33641,6728.2000
3148,1180,33642,6728.4000
3149,3803,33642,6728.4000
3150,5706,33648,6729.6000
3151,5941,33653,6730.6000
3152,6470,33653,6730.6000
3153,8454,33653,6730.6000
3154,6787,33655,6731.0000
3155,4879,33657,6731.4000
3156,8963,33657,6731.4000
3157,3280,33658,6731.6000
3158,4694,33659,6731.8000
3159,7908,33660,6732.0000
3160,5351,33665,6733.0000
3161,5658,33665,6733.0000
3162,4025,33668,6733.6000
3163,6755,33668,6733.6000
3164,8899,33669,6733.8000
3165,3147,33674,6734.8000
3166,3820,33675,6735.0000
3167,4320,33676,6735.2000
3168,7683,33680,6736.0000
3169,724,33685,6737.0000
3170,9008,33686,6737.2000
3171,4411,33688,6737.6000
3172,6832,33688,6737.6000
3173,81,33688,6737.6000
3174,6435,33692,6738.4000
3175,1869,33695,6739.0000
3176,2380,33698,6739.6000
3177,3294,33699,6739.8000
3178,9626,33703,6740.6000
3179,1073,33706,6741.2000
3180,5526,33708,6741.6000
3181,6693,33715,6743.0000
3182,757,33716,6743.2000
3183,5678,33720,6744.0000
3184,4295,33721,6744.2000
3185,3270,33722,6744.4000
3186,2760,33724,6744.8000
3187,922,33724,6744.8000
3188,6106,33727,6745.4000
3189,9148,33728,6745.6000
3190,5770,33730,6746.0000
3191,4450,33732,6746.4000
3192,437,33733,6746.6000
3193,5638,33733,6746.6000
3194,9012,33734,6746.8000
3195,6386,33737,6747.4000
3196,6478,33737,6747.4000
3197,5949,33738,6747.6000
3198,9044,33738,6747.6000
3199,350,33745,6749.0000
3200,4406,33746,6749.2000
3201,3355,33748,6749.6000
3202,515,33748,6749.6000
3203,7270,33750,6750.0000
3204,5249,33751,6750.2000
3205,5439,33751,6750.2000
3206,7651,33751,6750.2000
3207,2351,33752,6750.4000
3208,245,33752,6750.4000
3209,6717,33754,6750.8000
3210,7269,33757,6751.4000
3211,7345,33757,6751.4000
3212,958,33759,6751.8000
3213,8063,33763,6752.6000
3214,2246,33766,6753.2000
3215,6728,33768,6753.6000
3216,6773,33775,6755.0000
3217,1617,33776,6755.2000
3218,9161,33779,6755.8000
3219,6715,33780,6756.0000
3220,4972,33787,6757.4000
3221,6767,33787,6757.4000
3222,6954,33792,6758.4000
3223,6687,33796,6759.2000
3224,489,33797,6759.4000
3225,539,33802,6760.4000
3226,6098,33802,6760.4000
3227,8030,33802,6760.4000
3228,1704,33803,6760.6000
3229,3284,33803,6760.6000
3230,5139,33803,6760.6000
3231,1990,33807,6761.4000
3232,4771,33808,6761.6000
3233,4617,33809,6761.8000
3234,2634,33811,6762.2000
3235,1042,33814,6762.8000
3236,1821,33814,6762.8000
3237,7342,33815,6763.0000
3238,1879,33816,6763.2000
3239,1635,33817,6763.4000
3240,9384,33820,6764.0000
3241,1316,33821,6764.2000
3242,3722,33827,6765.4000
3243,632,33828,6765.6000
3244,423,33830,6766.0000
3245,5126,33831,6766.2000
3246,4986,33834,6766.8000
3247,1947,33850,6770.0000
3248,8760,33851,6770.2000
3249,321,33854,6770.8000
3250,3452,33858,6771.6000
3251,9576,33860,6772.0000
3252,9566,33866,6773.2000
3253,7889,33867,6773.4000
3254,8551,33867,6773.4000
3255,1115,33868,6773.6000
3256,3999,33870,6774.0000
3257,6699,33870,6774.0000
3258,4128,33873,6774.6000
3259,8922,33873,6774.6000
3260,8961,33873,6774.6000
3261,9612,33877,6775.4000
3262,8293,33880,6776.0000
3263,9451,33880,6776.0000
3264,4920,33881,6776.2000
3265,215,33883,6776.6000
3266,5218,33884,6776.8000
3267,1071,33886,6777.2000
3268,7062,33886,6777.2000
3269,8195,33887,6777.4000
3270,5048,33890,6778.0000
3271,5377,33892,6778.4000
3272,8673,33892,6778.4000
3273,6320,33893,6778.6000
3274,5484,33900,6780.0000
3275,7039,33900,6780.0000
3276,5105,33903,6780.6000
3277,3821,33905,6781.0000
3278,4581,33906,6781.2000
3279,7252,33910,6782.0000
3280,5833,33911,6782.2000
3281,663,33911,6782.2000
3282,591,33912,6782.4000
3283,933,33912,6782.4000
3284,1658,33915,6783.0000
3285,2690,33915,6783.0000
3286,4659,33917,6783.4000
3287,5438,33918,6783.6000
3288,120,33919,6783.8000
3289,2047,33919,6783.8000
3290,7675,33921,6784.2000
3291,6815,33923,6784.6000
3292,8539,33929,6785.8000
3293,9220,33929,6785.8000
3294,7819,33930,6786.0000
3295,2897,33933,6786.6000
3296,3225,33933,6786.6000
3297,9702,33936,6787.2000
3298,5868,33937,6787.4000
3299,5155,33938,6787.6000
3300,7151,33943,6788.6000
3301,6324,33944,6788.8000
3302,5867,33945,6789.0000
3303,5210,33946,6789.2000
3304,3442,33955,6791.0000
3305,3718,33955,6791.0000
3306,5878,33956,6791.2000
3307,5098,33957,6791.4000
3308,7838,33957,6791.4000
3309,823,33962,6792.4000
3310,3987,33963,6792.6000
3311,4526,33967,6793.4000
3312,5712,33968,6793.6000
3313,7919,33968,6793.6000
3314,6974,33969,6793.8000
3315,2481,33976,6795.2000
3316,834,33979,6795.8000
3317,5050,33984,6796.8000
3318,8357,33985,6797.0000
3319,2226,33994,6798.8000
3320,3193,33994,6798.8000
3321,4875,33994,6798.8000
3322,771,33994,6798.8000
3323,5908,33996,6799.2000
3324,6170,33997,6799.4000
3325,6875,33998,6799.6000
3326,821,33998,6799.6000
3327,1172,33999,6799.8000
3328,2672,34001,6800.2000
3329,5129,34001,6800.2000
3330,6922,34004,6800.8000
3331,7686,34004,6800.8000
3332,2210,34005,6801.0000
3333,715,34005,6801.0000
3334,5314,34007,6801.4000
3335,5012,34020,6804.0000
3336,7778,34021,6804.2000
3337,8010,34024,6804.8000
3338,4343,34025,6805.0000
3339,4965,34029,6805.8000
3340,6503,34032,6806.4000
3341,481,34036,6807.2000
3342,2345,34039,6807.8000
3343,9783,34040,6808.0000
